,CUSTOMER_ID,CHURN_PROBABILITY,CHURN_LABEL,CLIENT_TO_CONTACT,DISCOUNT
1727,C106905,0.984623726717194,LEAVE,NO,0.0
1781,C107104,0.9845712538633312,LEAVE,NO,0.0
1906,C107607,0.9845254827904818,LEAVE,NO,0.0
592,C102298,0.9844016524068976,LEAVE,NO,0.0
436,C101718,0.9843091052336838,LEAVE,NO,0.0
986,C103902,0.9840577751421781,LEAVE,NO,0.0
1423,C105672,0.9839948009191983,LEAVE,NO,0.0
2719,C110891,0.983830403072977,LEAVE,NO,0.0
16,C100049,0.9837984398355265,LEAVE,NO,0.0
1209,C104786,0.9837833129005776,LEAVE,NO,0.0
2834,C111327,0.9835906245256548,LEAVE,NO,0.0
393,C101565,0.9835891725673273,LEAVE,NO,0.0
3166,C112627,0.9832639458302825,LEAVE,NO,0.0
2608,C110505,0.9830339549924663,LEAVE,NO,0.0
3329,C113258,0.9829252100081922,LEAVE,NO,0.0
3294,C113117,0.9829044755273902,LEAVE,NO,0.0
1276,C105065,0.9826874241279515,LEAVE,NO,0.0
1274,C105056,0.9826573725726252,LEAVE,NO,0.0
526,C102063,0.9826466687653239,LEAVE,NO,0.0
3242,C112923,0.9825285718549303,LEAVE,NO,0.0
2741,C110943,0.9824862147922454,LEAVE,YES,138.60000000000002
1810,C107221,0.9822684333657219,LEAVE,NO,0.0
2369,C109531,0.9820670790370366,LEAVE,NO,0.0
2723,C110904,0.9820444534926173,LEAVE,NO,0.0
3738,C114995,0.9813150476983171,LEAVE,NO,0.0
2427,C109720,0.9813003658175823,LEAVE,NO,0.0
670,C102606,0.9811221100350282,LEAVE,NO,0.0
1798,C107167,0.9810028741830698,LEAVE,NO,0.0
1479,C105899,0.9807955656413726,LEAVE,NO,0.0
994,C103935,0.980605987091639,LEAVE,NO,0.0
741,C102921,0.9806038908235264,LEAVE,NO,0.0
1102,C104383,0.9805617933986591,LEAVE,NO,0.0
191,C100756,0.9804307081009999,LEAVE,NO,0.0
386,C101538,0.9802285311718992,LEAVE,NO,0.0
2653,C110645,0.9799484256330148,LEAVE,YES,73.08
3879,C115500,0.9794220824584633,LEAVE,NO,0.0
1316,C105238,0.979081514654237,LEAVE,NO,0.0
3473,C113838,0.9789385043524366,LEAVE,NO,0.0
429,C101702,0.9788534114090516,LEAVE,NO,0.0
1874,C107469,0.978762234842253,LEAVE,NO,0.0
2153,C108606,0.9786111229169394,LEAVE,NO,0.0
3427,C113674,0.9784927828253288,LEAVE,NO,0.0
3364,C113412,0.9783956943521243,LEAVE,NO,0.0
1215,C104813,0.9782729252654492,LEAVE,NO,0.0
133,C100524,0.9782302569133005,LEAVE,NO,0.0
1843,C107337,0.9779038722499621,LEAVE,NO,0.0
2776,C111076,0.9776527319389875,LEAVE,NO,0.0
1079,C104247,0.9774466428604438,LEAVE,YES,125.58
813,C103176,0.977270869098918,LEAVE,NO,0.0
2424,C109704,0.9771677464525792,LEAVE,NO,0.0
2144,C108573,0.9771313899059639,LEAVE,NO,0.0
3559,C114179,0.9769761520875148,LEAVE,NO,0.0
1444,C105753,0.9769694175368877,LEAVE,NO,0.0
3326,C113232,0.9768693934113789,LEAVE,NO,0.0
1502,C106015,0.9768623876323911,LEAVE,NO,0.0
421,C101665,0.9765832445137426,LEAVE,NO,0.0
3416,C113625,0.9765296758400698,LEAVE,NO,0.0
3253,C112958,0.976463949556414,LEAVE,NO,0.0
1651,C106623,0.9762417122096783,LEAVE,NO,0.0
2238,C108990,0.976187620479049,LEAVE,NO,0.0
250,C100973,0.975902438113135,LEAVE,NO,0.0
3824,C115321,0.9757958921127947,LEAVE,NO,0.0
2808,C111185,0.9757600946400083,LEAVE,NO,0.0
747,C102943,0.9755835532512032,LEAVE,NO,0.0
789,C103094,0.9755763610746165,LEAVE,YES,119.56
2917,C111633,0.975464142618806,LEAVE,NO,0.0
1627,C106524,0.9754445138634491,LEAVE,NO,0.0
1235,C104906,0.9754230512224764,LEAVE,NO,0.0
2607,C110499,0.9753608932171719,LEAVE,NO,0.0
2439,C109748,0.9751274334576392,LEAVE,NO,0.0
3202,C112757,0.9750579373404746,LEAVE,NO,0.0
2149,C108585,0.9749646237170715,LEAVE,NO,0.0
651,C102539,0.9747183437580617,LEAVE,NO,0.0
3080,C112268,0.9745352288238107,LEAVE,NO,0.0
406,C101605,0.9743617082374384,LEAVE,NO,0.0
891,C103529,0.9742792949313194,LEAVE,YES,135.35999999999999
1614,C106477,0.9742787054153664,LEAVE,NO,0.0
1277,C105078,0.9741752906904819,LEAVE,NO,0.0
2086,C108286,0.97408353612205,LEAVE,NO,0.0
3766,C115098,0.973745826797237,LEAVE,NO,0.0
2243,C109007,0.9737181289734339,LEAVE,NO,0.0
675,C102619,0.9733606428154581,LEAVE,NO,0.0
3419,C113642,0.9730093972837952,LEAVE,NO,0.0
2308,C109287,0.9728278029362537,LEAVE,NO,0.0
924,C103663,0.9725284955767295,LEAVE,NO,0.0
968,C103838,0.9724892806548087,LEAVE,NO,0.0
633,C102453,0.9720776582181233,LEAVE,NO,0.0
42,C100140,0.9720341409679368,LEAVE,NO,0.0
2085,C108280,0.9719875851422708,LEAVE,NO,0.0
1006,C103983,0.9719767805416917,LEAVE,NO,0.0
1864,C107430,0.971184681677977,LEAVE,NO,0.0
701,C102708,0.9710491821698282,LEAVE,NO,0.0
2669,C110699,0.9710206325950351,LEAVE,NO,0.0
3113,C112400,0.9704298074776246,LEAVE,NO,0.0
2562,C110301,0.9699619402826668,LEAVE,YES,170.0
927,C103675,0.9698708843366652,LEAVE,NO,0.0
1244,C104942,0.9698114865241712,LEAVE,NO,0.0
1198,C104742,0.9696932651130189,LEAVE,NO,0.0
60,C100212,0.9696773761142948,LEAVE,NO,0.0
2700,C110821,0.969651320116373,LEAVE,NO,0.0
3698,C114801,0.9695632438165471,LEAVE,NO,0.0
500,C101956,0.9693977119655794,LEAVE,NO,0.0
856,C103387,0.9692899823932827,LEAVE,NO,0.0
3827,C115335,0.9691527799908187,LEAVE,NO,0.0
49,C100168,0.9687617016668068,LEAVE,YES,121.79999999999998
213,C100853,0.968637000566605,LEAVE,NO,0.0
727,C102844,0.9685934220708691,LEAVE,YES,127.11
3750,C115027,0.9685204788660259,LEAVE,NO,0.0
9,C100034,0.9683629909913991,LEAVE,NO,0.0
777,C103055,0.9683251872550583,LEAVE,NO,0.0
3200,C112752,0.968301490754807,LEAVE,NO,0.0
1160,C104594,0.9682819888298493,LEAVE,NO,0.0
790,C103097,0.9679408066469135,LEAVE,NO,0.0
1621,C106505,0.9676965471483808,LEAVE,YES,73.5
470,C101859,0.9676491812062499,LEAVE,NO,0.0
3133,C112471,0.9676133962259588,LEAVE,NO,0.0
192,C100761,0.9673493407656003,LEAVE,NO,0.0
1546,C106185,0.9672661583298029,LEAVE,NO,0.0
46,C100161,0.9671045484639976,LEAVE,NO,0.0
934,C103709,0.9669416522541775,LEAVE,NO,0.0
636,C102459,0.9668742086935923,LEAVE,NO,0.0
3196,C112733,0.9668079284237833,LEAVE,YES,115.8
2331,C109372,0.966680658390232,LEAVE,YES,5.14
1955,C107807,0.9665785939255234,LEAVE,YES,82.62
691,C102679,0.9663392538532414,LEAVE,NO,0.0
1814,C107245,0.9661455398506442,LEAVE,NO,0.0
3314,C113194,0.9657665049531974,LEAVE,NO,0.0
1167,C104621,0.965710324261663,LEAVE,NO,0.0
14,C100046,0.9657060049330071,LEAVE,NO,0.0
839,C103299,0.9652459875479765,LEAVE,NO,0.0
2659,C110669,0.9649643079209932,LEAVE,NO,0.0
162,C100630,0.9649285468777882,LEAVE,NO,0.0
2008,C108012,0.9648810297614924,LEAVE,NO,0.0
1528,C106120,0.9648533293326702,LEAVE,NO,0.0
2756,C111003,0.9646230814436901,LEAVE,NO,0.0
3609,C114409,0.9645551131814457,LEAVE,NO,0.0
974,C103869,0.9641640580569882,LEAVE,NO,0.0
1740,C106957,0.9641504004059575,LEAVE,NO,0.0
639,C102473,0.9641454380360417,LEAVE,YES,125.66999999999999
3058,C112187,0.9636789322123466,LEAVE,NO,0.0
444,C101747,0.9635525660977465,LEAVE,NO,0.0
951,C103769,0.9635021532230507,LEAVE,NO,0.0
1251,C104985,0.9631860350101176,LEAVE,NO,0.0
2022,C108085,0.9631206731246835,LEAVE,NO,0.0
1234,C104902,0.9629228319741642,LEAVE,NO,0.0
3749,C115024,0.9629007292695848,LEAVE,YES,10.48
1980,C107905,0.9628937836570175,LEAVE,NO,0.0
1862,C107414,0.9627877820886076,LEAVE,NO,0.0
2844,C111369,0.9626740024516667,LEAVE,NO,0.0
389,C101551,0.9625900694016475,LEAVE,NO,0.0
3066,C112213,0.9625105840689835,LEAVE,NO,0.0
3260,C112976,0.962336844822253,LEAVE,NO,0.0
3961,C115878,0.9623052279195257,LEAVE,NO,0.0
2425,C109715,0.9620549744129318,LEAVE,NO,0.0
246,C100950,0.9619536961287098,LEAVE,NO,0.0
2534,C110183,0.961697745997749,LEAVE,YES,96.12
919,C103644,0.9615758272834452,LEAVE,NO,0.0
3055,C112180,0.9615257738613826,LEAVE,NO,0.0
1376,C105477,0.9614877384104953,LEAVE,NO,0.0
795,C103111,0.961396238632442,LEAVE,NO,0.0
3833,C115346,0.961355630772447,LEAVE,NO,0.0
3627,C114485,0.9612389124642611,LEAVE,NO,0.0
248,C100964,0.9611782360152823,LEAVE,NO,0.0
1435,C105730,0.9610807980732106,LEAVE,NO,0.0
1286,C105128,0.9610031492479207,LEAVE,NO,0.0
3437,C113716,0.960725451915728,LEAVE,NO,0.0
3653,C114616,0.9605786312667594,LEAVE,NO,0.0
3946,C115804,0.9599911693334812,LEAVE,NO,0.0
632,C102452,0.9595937572772198,LEAVE,YES,28.799999999999997
365,C101446,0.9592982511935385,LEAVE,NO,0.0
695,C102692,0.9592891781133415,LEAVE,NO,0.0
3531,C114082,0.9590251993468062,LEAVE,NO,0.0
1930,C107683,0.9590248549295636,LEAVE,YES,107.16
1171,C104639,0.958897144792758,LEAVE,NO,0.0
2071,C108249,0.9584035915418717,LEAVE,NO,0.0
2283,C109170,0.9583619875512307,LEAVE,NO,0.0
809,C103164,0.9582799618841481,LEAVE,NO,0.0
3193,C112723,0.9576789294980319,LEAVE,YES,36.9
120,C100457,0.9576361634501985,LEAVE,NO,0.0
439,C101727,0.9574936896682704,LEAVE,NO,0.0
1599,C106414,0.9574917704072663,LEAVE,NO,0.0
96,C100355,0.9566135703299237,LEAVE,NO,0.0
1252,C104992,0.95622178010205,LEAVE,NO,0.0
1575,C106318,0.9559538866193267,LEAVE,NO,0.0
1467,C105839,0.9558322117672794,LEAVE,NO,0.0
1806,C107199,0.9557474396195317,LEAVE,YES,64.93
1793,C107149,0.9555111760213372,LEAVE,NO,0.0
3706,C114821,0.9554710171037288,LEAVE,NO,0.0
3725,C114938,0.9554321641066446,LEAVE,NO,0.0
2108,C108391,0.9552088225478618,LEAVE,NO,0.0
681,C102646,0.9551882528009416,LEAVE,YES,111.50999999999999
18,C100054,0.9548674494714565,LEAVE,YES,66.42
2198,C108827,0.9548582430718594,LEAVE,NO,0.0
2721,C110896,0.9547452087028532,LEAVE,NO,0.0
564,C102224,0.9545779745625499,LEAVE,NO,0.0
1739,C106956,0.9544720413930295,LEAVE,NO,0.0
1927,C107676,0.9544282690803706,LEAVE,NO,0.0
2557,C110265,0.9542964588351537,LEAVE,NO,0.0
3010,C111988,0.9542392856147003,LEAVE,NO,0.0
3207,C112769,0.9540656047672339,LEAVE,NO,0.0
1626,C106515,0.9538217819324103,LEAVE,NO,0.0
2429,C109722,0.9533160925010196,LEAVE,NO,0.0
2647,C110627,0.9531706768167452,LEAVE,NO,0.0
3368,C113436,0.9531011487352424,LEAVE,NO,0.0
620,C102411,0.9530126900913051,LEAVE,NO,0.0
3565,C114208,0.9528996288753852,LEAVE,NO,0.0
3747,C115020,0.9526724598939486,LEAVE,NO,0.0
2140,C108567,0.9526222333756059,LEAVE,YES,167.20000000000002
2977,C111876,0.9525675084695511,LEAVE,NO,0.0
3618,C114458,0.9524963326071997,LEAVE,YES,100.17
2782,C111098,0.9523587409068216,LEAVE,NO,0.0
1118,C104450,0.9522760637585684,LEAVE,NO,0.0
3688,C114752,0.9522647782240493,LEAVE,NO,0.0
3357,C113389,0.9522175241390898,LEAVE,NO,0.0
3441,C113734,0.9521729697354702,LEAVE,NO,0.0
3587,C114301,0.9518904645543173,LEAVE,NO,0.0
998,C103946,0.9515677368159177,LEAVE,NO,0.0
3830,C115338,0.9515022128035963,LEAVE,YES,8.84
3389,C113515,0.9514723200329602,LEAVE,NO,0.0
2488,C109978,0.9514244690120511,LEAVE,NO,0.0
69,C100248,0.95104459024971,LEAVE,NO,0.0
280,C101119,0.9509609946522374,LEAVE,NO,0.0
247,C100951,0.9497032339425319,LEAVE,NO,0.0
1666,C106681,0.9496992580871713,LEAVE,NO,0.0
240,C100936,0.9495775835535116,LEAVE,NO,0.0
2360,C109498,0.9491163149100413,LEAVE,NO,0.0
2855,C111399,0.9488806676803058,LEAVE,YES,170.0
2727,C110914,0.9488713977963602,LEAVE,NO,0.0
2286,C109195,0.9487849553292729,LEAVE,NO,0.0
2935,C111721,0.9486133742694121,LEAVE,NO,0.0
2592,C110427,0.948429003200757,LEAVE,NO,0.0
2517,C110096,0.9483330847377232,LEAVE,NO,0.0
1480,C105908,0.9482057657329814,LEAVE,NO,0.0
1071,C104226,0.9479421251878235,LEAVE,NO,0.0
861,C103400,0.9476693755328051,LEAVE,NO,0.0
1048,C104139,0.9473647817551542,LEAVE,NO,0.0
3877,C115493,0.9470960932595807,LEAVE,NO,0.0
2961,C111830,0.9469618823431762,LEAVE,NO,0.0
889,C103522,0.9467210905805644,LEAVE,NO,0.0
3580,C114273,0.9462770311157541,LEAVE,NO,0.0
752,C102959,0.9461352639315795,LEAVE,NO,0.0
2672,C110722,0.9460938429955751,LEAVE,NO,0.0
3820,C115301,0.9457907430673205,LEAVE,NO,0.0
1639,C106586,0.9454623321105882,LEAVE,NO,0.0
2394,C109599,0.9451623229349309,LEAVE,YES,76.0
555,C102172,0.9449422745910261,LEAVE,NO,0.0
1877,C107477,0.9448785436898165,LEAVE,NO,0.0
1559,C106234,0.9448731525102273,LEAVE,YES,125.39999999999999
249,C100968,0.9438910049897637,LEAVE,NO,0.0
2897,C111578,0.9436422552024055,LEAVE,NO,0.0
3548,C114139,0.9426823112845966,LEAVE,NO,0.0
135,C100534,0.9426622929931673,LEAVE,NO,0.0
1188,C104708,0.9422759520719344,LEAVE,NO,0.0
3008,C111980,0.9422423452189203,LEAVE,YES,76.5
1884,C107512,0.942241620296509,LEAVE,NO,0.0
631,C102451,0.9420484165718381,LEAVE,NO,0.0
1497,C105993,0.9419556538736867,LEAVE,NO,0.0
783,C103071,0.9418655796579736,LEAVE,NO,0.0
1530,C106134,0.9414676947250621,LEAVE,YES,34.4
3087,C112303,0.941286747861128,LEAVE,NO,0.0
932,C103690,0.9412766827252884,LEAVE,NO,0.0
3685,C114746,0.9411328930470779,LEAVE,YES,126.27
3730,C114960,0.9401481045635522,LEAVE,NO,0.0
876,C103444,0.9400100109849119,LEAVE,NO,0.0
3126,C112439,0.9396098837409099,LEAVE,NO,0.0
1956,C107813,0.9393206807668417,LEAVE,NO,0.0
843,C103329,0.9392278099631322,LEAVE,NO,0.0
3263,C112983,0.9385837596202501,LEAVE,NO,0.0
2646,C110623,0.9383474350984066,LEAVE,NO,0.0
3299,C113136,0.9382265850708424,LEAVE,NO,0.0
2063,C108233,0.9377966734050637,LEAVE,YES,30.06
1608,C106443,0.9376996057088922,LEAVE,NO,0.0
2998,C111931,0.9372939265255812,LEAVE,NO,0.0
1233,C104898,0.9372877569256443,LEAVE,NO,0.0
3233,C112887,0.9369773334862355,LEAVE,NO,0.0
3127,C112442,0.9368442582772049,LEAVE,YES,91.69
808,C103158,0.9367431351298284,LEAVE,YES,12.74
2739,C110941,0.936666531645969,LEAVE,YES,23.22
714,C102789,0.9354756040917721,LEAVE,YES,93.47999999999999
2845,C111372,0.9354625119821804,LEAVE,NO,0.0
351,C101391,0.9353477940503394,LEAVE,NO,0.0
417,C101636,0.9350090941733358,LEAVE,NO,0.0
2943,C111760,0.934266095016949,LEAVE,NO,0.0
103,C100401,0.9334474205375084,LEAVE,YES,88.39999999999999
1638,C106580,0.9328714746299936,LEAVE,NO,0.0
1529,C106129,0.9327984521353104,LEAVE,NO,0.0
1567,C106280,0.9325442640859692,LEAVE,NO,0.0
10,C100035,0.9322322233707482,LEAVE,NO,0.0
3284,C113073,0.9321096542783053,LEAVE,NO,0.0
3862,C115431,0.9318182615411781,LEAVE,YES,127.8
2963,C111837,0.931722376761405,LEAVE,NO,0.0
2989,C111913,0.9314422298714832,LEAVE,YES,12.46
2971,C111859,0.9302434272851182,LEAVE,NO,0.0
2475,C109907,0.9301504489078609,LEAVE,NO,0.0
3783,C115174,0.9290433784725051,LEAVE,NO,0.0
1173,C104643,0.9286283018767421,LEAVE,NO,0.0
734,C102875,0.928560634074412,LEAVE,NO,0.0
3888,C115534,0.928554765130194,LEAVE,YES,12.95
3989,C115961,0.9282245937919248,LEAVE,NO,0.0
723,C102829,0.9280972042831921,LEAVE,NO,0.0
410,C101615,0.9275110167478703,LEAVE,NO,0.0
154,C100598,0.9271130041594046,LEAVE,NO,0.0
153,C100596,0.9258202274858364,LEAVE,NO,0.0
3342,C113331,0.9251139966166704,LEAVE,NO,0.0
1595,C106395,0.9242756542113834,LEAVE,NO,0.0
1363,C105423,0.924096943976632,LEAVE,NO,0.0
1304,C105186,0.9240382190773548,LEAVE,YES,15.959999999999999
464,C101829,0.9240349970625106,LEAVE,NO,0.0
86,C100315,0.9236486762624628,LEAVE,NO,0.0
347,C101380,0.9230566156391998,LEAVE,NO,0.0
657,C102561,0.922741978986651,LEAVE,NO,0.0
2740,C110942,0.9224315348512815,LEAVE,YES,78.49
3893,C115552,0.9224083277629676,LEAVE,NO,0.0
1047,C104136,0.9222383720412016,LEAVE,YES,43.089999999999996
3758,C115067,0.9218792580285262,LEAVE,YES,65.76
2004,C107985,0.9217562487972044,LEAVE,NO,0.0
984,C103896,0.9216619476909952,LEAVE,NO,0.0
435,C101714,0.9216470663955916,LEAVE,NO,0.0
3756,C115059,0.9211883670519697,LEAVE,NO,0.0
878,C103459,0.9209142605674268,LEAVE,NO,0.0
119,C100454,0.9204257877518784,LEAVE,NO,0.0
2348,C109451,0.9201638657392127,LEAVE,NO,0.0
2272,C109122,0.9199555782587402,LEAVE,NO,0.0
643,C102496,0.9194508099209698,LEAVE,YES,24.15
1377,C105480,0.9186303931249676,LEAVE,NO,0.0
376,C101479,0.9184860353329807,LEAVE,NO,0.0
1419,C105659,0.9182092192738494,LEAVE,NO,0.0
3665,C114656,0.91776300641245,LEAVE,NO,0.0
1110,C104425,0.9173526757400426,LEAVE,NO,0.0
2461,C109835,0.9172402330893514,LEAVE,NO,0.0
1774,C107081,0.9171868019111682,LEAVE,YES,11.299999999999999
688,C102668,0.9170515085964848,LEAVE,NO,0.0
3966,C115890,0.916565838227507,LEAVE,NO,0.0
3241,C112921,0.9165273981216528,LEAVE,NO,0.0
277,C101102,0.9163193013529598,LEAVE,NO,0.0
2102,C108350,0.916318859718646,LEAVE,YES,113.42999999999999
659,C102577,0.9160340908292613,LEAVE,NO,0.0
1556,C106218,0.9159170297568848,LEAVE,YES,26.880000000000003
3818,C115298,0.915690456527794,LEAVE,YES,83.66
299,C101177,0.9156798672577654,LEAVE,NO,0.0
3390,C113519,0.915621585467281,LEAVE,NO,0.0
1808,C107205,0.9156142636543688,LEAVE,YES,98.21000000000001
3511,C113999,0.9152360292763456,LEAVE,NO,0.0
273,C101089,0.9151630968906963,LEAVE,NO,0.0
2068,C108244,0.9149854764556784,LEAVE,NO,0.0
1707,C106838,0.9145912959641046,LEAVE,NO,0.0
3353,C113376,0.9145711356053817,LEAVE,NO,0.0
3915,C115647,0.9143306659968774,LEAVE,NO,0.0
